id,department,ageAtHire,hireYear,tenure,reason,gender,gradeAtHire,current
GCR2722,Operational,34,2000,0,resigned,M,1,FALSE
GCR2723,Operational,38,1988,0,resigned,M,2,FALSE
GCR2724,Operational,41,2003,0,resigned,M,3,FALSE
GCR2725,Administrative,33,2015,2,terminated,F,2,FALSE
GCR2726,Administrative,20,2010,1,resigned,F,1,FALSE
GCR2727,Administrative,29,1998,8,resigned,F,2,FALSE
GCR2728,Administrative,51,2002,1,resigned,F,3,FALSE
GCR2729,Operational,50,2009,9,NA,M,3,TRUE
GCR2730,Administrative,37,1994,3,resigned,F,2,FALSE
GCR2731,Administrative,48,1987,6,resigned,F,2,FALSE
GCR2732,Administrative,18,2015,3,NA,F,1,TRUE
GCR2733,Administrative,28,2010,0,resigned,F,2,FALSE
GCR2734,Operational,20,2013,5,resigned,M,1,FALSE
GCR2735,Operational,35,1997,21,resigned,M,1,FALSE
GCR2736,Operational,34,1989,2,resigned,F,3,FALSE
GCR2737,Administrative,38,2009,1,resigned,F,1,FALSE
GCR2738,Administrative,21,1986,9,resigned,M,1,FALSE
GCR2739,Operational,28,2010,1,resigned,F,1,FALSE
GCR2740,Operational,22,1992,9,resigned,M,1,FALSE
GCR2741,Operational,36,2004,0,resigned,M,1,FALSE
GCR2742,Administrative,50,1998,1,terminated,F,3,FALSE
GCR2743,Administrative,47,2003,9,resigned,F,2,FALSE
GCR2744,Operational,22,2007,8,resigned,M,2,FALSE
GCR2745,Operational,23,1989,29,NA,F,1,TRUE
GCR2746,Operational,22,2010,8,NA,M,2,TRUE
GCR2747,Administrative,41,2013,0,resigned,F,4,FALSE
GCR2748,Administrative,59,1985,1,retired,F,4,FALSE
GCR2749,Operational,33,2006,12,NA,M,2,TRUE
GCR2750,Operational,29,2002,16,NA,M,2,TRUE
GCR2751,Administrative,19,1980,1,resigned,F,1,FALSE
GCR2752,Administrative,22,2005,5,resigned,F,1,FALSE
GCR2753,Operational,50,1987,4,terminated,M,3,FALSE
GCR2754,Operational,37,2016,2,NA,M,2,TRUE
GCR2755,Operational,37,2002,1,resigned,F,2,FALSE
GCR2756,Administrative,50,1981,4,resigned,M,2,FALSE
GCR2757,Administrative,21,1982,8,resigned,F,1,FALSE
GCR2758,Administrative,42,1981,4,resigned,F,3,FALSE
GCR2759,Administrative,27,1991,1,resigned,F,2,FALSE
GCR2760,Operational,54,1987,27,retired,M,3,FALSE
GCR2761,Operational,22,1986,3,resigned,M,2,FALSE
GCR2762,Administrative,22,1981,0,resigned,F,2,FALSE
GCR2763,Administrative,42,2015,3,NA,F,2,TRUE
GCR2764,Administrative,55,1987,4,resigned,F,3,FALSE
GCR2765,Administrative,21,2009,2,resigned,F,1,FALSE
GCR2766,Administrative,40,2000,1,resigned,F,3,FALSE
GCR2767,Operational,56,2006,12,retired,F,1,FALSE
GCR2768,Administrative,46,1982,7,resigned,F,1,FALSE
GCR2769,Operational,24,2017,0,resigned,F,2,FALSE
GCR2770,Administrative,26,2010,2,resigned,F,2,FALSE
GCR2771,Administrative,51,1986,3,resigned,M,3,FALSE
GCR2772,Administrative,18,1997,0,resigned,F,1,FALSE
GCR2773,Administrative,37,1995,1,resigned,M,2,FALSE
GCR2774,Operational,22,2013,5,NA,M,2,TRUE
GCR2775,Operational,43,1999,1,resigned,M,3,FALSE
GCR2776,Administrative,19,1989,9,resigned,F,1,FALSE
GCR2777,Operational,37,1987,0,resigned,M,2,FALSE
GCR2778,Administrative,31,2010,8,NA,M,2,TRUE
GCR2779,Administrative,20,2003,15,NA,F,2,TRUE
GCR2780,Operational,21,2003,0,resigned,M,1,FALSE
GCR2781,Operational,53,1999,1,terminated,F,1,FALSE
GCR2782,Administrative,38,1993,3,resigned,F,1,FALSE
GCR2783,Operational,36,2005,6,resigned,F,1,FALSE
GCR2784,Operational,42,1992,26,NA,M,2,TRUE
GCR2785,Administrative,31,2000,9,resigned,F,2,FALSE
GCR2786,Operational,36,2014,4,resigned,M,1,FALSE
GCR2787,Administrative,36,2006,9,resigned,M,1,FALSE
GCR2788,Operational,54,1980,4,resigned,M,3,FALSE
GCR2789,Administrative,32,2009,9,NA,F,2,TRUE
GCR2790,Operational,19,2003,1,terminated,M,1,FALSE
GCR2791,Operational,47,2007,11,NA,F,2,TRUE
GCR2792,Administrative,49,2011,7,NA,M,2,TRUE
GCR2793,Operational,18,2017,1,NA,M,1,TRUE
GCR2794,Operational,45,2010,0,resigned,F,1,FALSE
GCR2795,Operational,18,2005,3,terminated,F,1,FALSE
GCR2796,Operational,42,1991,2,resigned,M,2,FALSE
GCR2797,Administrative,18,1996,0,resigned,F,1,FALSE
GCR2798,Administrative,32,1980,2,resigned,F,1,FALSE
GCR2799,Administrative,27,1997,9,resigned,F,2,FALSE
GCR2800,Administrative,26,1994,1,resigned,M,1,FALSE
GCR2801,Administrative,52,1982,5,terminated,F,1,FALSE
GCR2802,Operational,23,1984,28,resigned,F,2,FALSE
GCR2803,Administrative,35,1999,1,resigned,M,2,FALSE
GCR2804,Operational,46,2006,11,resigned,M,2,FALSE
GCR2805,Operational,18,1989,0,resigned,F,2,FALSE
GCR2806,Operational,24,1983,0,resigned,F,3,FALSE
GCR2807,Operational,28,2012,2,terminated,M,3,FALSE
GCR2808,Operational,34,2013,5,NA,M,2,TRUE
GCR2809,Operational,47,2007,0,terminated,F,3,FALSE
GCR2810,Operational,47,1989,28,retired,M,2,FALSE
GCR2811,Administrative,52,1982,19,retired,F,1,FALSE
GCR2812,Operational,23,1985,10,resigned,M,1,FALSE
GCR2813,Operational,24,1992,1,resigned,M,1,FALSE
GCR2814,Administrative,39,1981,0,resigned,F,3,FALSE
GCR2815,Operational,45,1993,21,retired,M,2,FALSE
GCR2816,Administrative,27,1989,12,resigned,M,1,FALSE
GCR2817,Operational,33,1981,1,resigned,F,1,FALSE
GCR2818,Operational,53,1996,22,NA,M,1,TRUE
GCR2819,Operational,59,2015,0,resigned,F,3,FALSE
GCR2820,Administrative,23,1987,6,resigned,F,2,FALSE
GCR2821,Administrative,25,2004,1,resigned,M,2,FALSE
GCR2822,Operational,47,1981,12,resigned,F,3,FALSE
GCR2823,Operational,55,1987,8,retired,M,1,FALSE
GCR2824,Operational,20,2016,1,resigned,F,2,FALSE
GCR2825,Operational,20,1986,11,resigned,M,2,FALSE
GCR2826,Administrative,34,1983,1,resigned,M,1,FALSE
GCR2827,Administrative,36,2003,7,resigned,M,1,FALSE
GCR2828,Administrative,31,2015,3,resigned,F,1,FALSE
GCR2829,Administrative,48,2005,12,retired,F,1,FALSE
GCR2830,Administrative,29,2016,0,resigned,M,2,FALSE
GCR2831,Operational,39,1998,7,resigned,M,1,FALSE
GCR2832,Administrative,32,1992,0,resigned,F,3,FALSE
GCR2833,Administrative,58,2009,1,resigned,F,2,FALSE
GCR2834,Administrative,40,2003,0,terminated,M,3,FALSE
GCR2835,Administrative,30,2013,0,resigned,F,2,FALSE
GCR2836,Operational,26,1985,3,resigned,F,2,FALSE
GCR2837,Operational,49,1990,5,resigned,M,2,FALSE
GCR2838,Administrative,22,1991,1,resigned,F,1,FALSE
GCR2839,Operational,26,2014,4,NA,F,2,TRUE
GCR2840,Administrative,48,1983,4,resigned,F,2,FALSE
GCR2841,Administrative,19,1986,12,resigned,F,1,FALSE
GCR2842,Operational,56,1993,9,retired,M,2,FALSE
GCR2843,Administrative,54,1983,7,retired,M,3,FALSE
GCR2844,Operational,28,1985,8,resigned,M,2,FALSE
GCR2845,Operational,36,1998,20,NA,M,1,TRUE
GCR2846,Operational,42,1980,0,resigned,M,2,FALSE
GCR2847,Operational,37,2009,6,resigned,F,2,FALSE
GCR2848,Operational,33,1994,0,terminated,F,2,FALSE
GCR2849,Operational,45,2003,3,resigned,F,3,FALSE
GCR2850,Operational,36,2007,1,resigned,M,3,FALSE
GCR2851,Administrative,54,2006,2,resigned,F,4,FALSE
GCR2852,Administrative,46,1996,12,resigned,M,3,FALSE
GCR2853,Administrative,45,1988,1,resigned,M,1,FALSE
GCR2854,Administrative,35,1981,3,resigned,F,2,FALSE
GCR2855,Operational,27,1995,23,NA,M,3,TRUE
GCR2856,Operational,41,2017,1,NA,M,2,TRUE
GCR2857,Operational,30,2011,0,resigned,F,3,FALSE
GCR2858,Administrative,43,2003,0,resigned,F,2,FALSE
GCR2859,Operational,28,2011,1,resigned,F,1,FALSE
GCR2860,Operational,39,2018,0,NA,M,2,TRUE
GCR2861,Administrative,23,2002,6,resigned,F,2,FALSE
GCR2862,Administrative,59,1987,0,resigned,F,5,FALSE
GCR2863,Operational,42,1987,1,resigned,F,2,FALSE
GCR2864,Administrative,39,1992,6,resigned,M,2,FALSE
GCR2865,Administrative,35,2003,1,resigned,M,3,FALSE
GCR2866,Administrative,44,2014,3,resigned,M,5,FALSE
GCR2867,Administrative,27,2012,0,resigned,M,1,FALSE
GCR2868,Administrative,25,2005,6,resigned,M,3,FALSE
GCR2869,Operational,45,1998,13,resigned,M,1,FALSE
GCR2870,Administrative,58,1991,0,resigned,M,5,FALSE
GCR2871,Operational,21,1993,6,resigned,M,2,FALSE
GCR2872,Operational,56,1997,0,resigned,F,2,FALSE
GCR2873,Administrative,35,2005,8,terminated,F,2,FALSE
GCR2874,Administrative,30,1982,0,resigned,M,1,FALSE
GCR2875,Operational,49,2006,12,NA,M,2,TRUE
GCR2876,Administrative,48,1991,1,resigned,M,4,FALSE
GCR2877,Administrative,47,1997,14,retired,M,4,FALSE
GCR2878,Administrative,56,2004,14,NA,M,3,TRUE
GCR2879,Operational,51,1988,30,NA,M,2,TRUE
GCR2880,Administrative,58,1986,1,resigned,M,1,FALSE
GCR2881,Operational,43,2002,12,resigned,M,2,FALSE
GCR2882,Administrative,41,1985,5,resigned,M,2,FALSE
GCR2883,Operational,31,1985,1,resigned,M,2,FALSE
GCR2884,Administrative,23,1994,0,resigned,F,1,FALSE
GCR2885,Administrative,36,2015,0,terminated,F,2,FALSE
GCR2886,Operational,33,1983,20,resigned,M,2,FALSE
GCR2887,Administrative,56,1999,0,resigned,M,2,FALSE
GCR2888,Administrative,53,1986,4,terminated,F,1,FALSE
GCR2889,Administrative,26,2007,5,resigned,M,2,FALSE
GCR2890,Operational,55,2007,11,NA,M,4,TRUE
GCR2891,Administrative,25,1995,2,resigned,M,2,FALSE
GCR2892,Operational,22,2007,4,resigned,M,2,FALSE
GCR2893,Operational,35,2009,1,terminated,F,2,FALSE
GCR2894,Operational,48,1987,27,retired,F,3,FALSE
GCR2895,Administrative,31,2006,12,NA,F,2,TRUE
GCR2896,Administrative,46,1988,1,terminated,F,1,FALSE
GCR2897,Administrative,42,2007,6,resigned,F,2,FALSE
GCR2898,Operational,30,1994,21,resigned,M,2,FALSE
GCR2899,Administrative,39,1981,37,NA,M,1,TRUE
GCR2900,Administrative,21,2005,2,resigned,F,1,FALSE
GCR2901,Administrative,27,2001,5,resigned,F,2,FALSE
GCR2902,Administrative,43,1987,5,resigned,F,1,FALSE
GCR2903,Operational,38,2009,3,resigned,M,2,FALSE
GCR2904,Administrative,43,1998,1,resigned,M,5,FALSE
GCR2905,Administrative,48,2002,1,resigned,F,2,FALSE
GCR2906,Administrative,54,1991,2,resigned,F,2,FALSE
GCR2907,Operational,40,1993,2,resigned,M,2,FALSE
GCR2908,Administrative,18,2000,1,terminated,F,2,FALSE
GCR2909,Operational,40,2003,15,NA,F,3,TRUE
GCR2910,Operational,44,1996,4,resigned,F,4,FALSE
GCR2911,Operational,18,1998,17,resigned,M,1,FALSE
GCR2912,Administrative,38,1982,3,resigned,F,2,FALSE
GCR2913,Operational,57,1998,1,resigned,F,2,FALSE
GCR2914,Administrative,23,1985,16,resigned,M,2,FALSE
GCR2915,Operational,21,2001,1,resigned,M,1,FALSE
GCR2916,Administrative,22,2012,6,NA,F,2,TRUE
GCR2917,Operational,44,1982,0,resigned,F,1,FALSE
GCR2918,Operational,29,1995,23,NA,M,1,TRUE
GCR2919,Administrative,36,1993,3,resigned,F,1,FALSE
GCR2920,Administrative,36,1987,1,resigned,M,3,FALSE
GCR2921,Operational,36,1994,0,resigned,M,2,FALSE
GCR2922,Operational,48,1997,1,resigned,M,2,FALSE
GCR2923,Administrative,58,2010,6,retired,M,4,FALSE
GCR2924,Administrative,36,1987,21,resigned,M,2,FALSE
GCR2925,Administrative,30,1986,4,resigned,F,1,FALSE
GCR2926,Administrative,31,2009,9,NA,M,2,TRUE
GCR2927,Operational,56,1981,1,resigned,M,4,FALSE
GCR2928,Administrative,25,1983,6,resigned,F,1,FALSE
GCR2929,Operational,32,2012,6,NA,M,2,TRUE
GCR2930,Operational,26,1996,22,NA,M,2,TRUE
GCR2931,Administrative,46,2014,0,resigned,F,3,FALSE
GCR2932,Administrative,41,1986,8,resigned,M,2,FALSE
GCR2933,Administrative,23,2005,8,resigned,F,1,FALSE
GCR2934,Operational,41,1985,13,resigned,M,4,FALSE
GCR2935,Administrative,23,1996,2,resigned,M,2,FALSE
GCR2936,Operational,58,2012,6,NA,F,1,TRUE
GCR2937,Administrative,43,2010,1,resigned,M,2,FALSE
GCR2938,Administrative,20,2004,14,NA,M,1,TRUE
GCR2939,Operational,38,1996,1,resigned,M,1,FALSE
GCR2940,Operational,42,2018,0,NA,M,2,TRUE
GCR2941,Operational,53,2010,8,NA,M,2,TRUE
GCR2942,Operational,46,1991,11,resigned,M,1,FALSE
GCR2943,Administrative,21,1982,1,resigned,M,2,FALSE
GCR2944,Administrative,23,2006,0,resigned,F,1,FALSE
GCR2945,Operational,27,2013,0,resigned,M,2,FALSE
GCR2946,Operational,23,1998,1,resigned,M,2,FALSE
GCR2947,Operational,38,2012,1,resigned,M,2,FALSE
GCR2948,Operational,25,1983,1,resigned,M,2,FALSE
GCR2949,Operational,26,1994,0,resigned,F,2,FALSE
GCR2950,Operational,20,2015,3,NA,M,1,TRUE
GCR2951,Administrative,18,1986,1,resigned,F,1,FALSE
GCR2952,Operational,47,2004,14,NA,F,2,TRUE
GCR2953,Operational,51,2013,5,resigned,M,2,FALSE
GCR2954,Administrative,29,1984,0,terminated,M,2,FALSE
GCR2955,Operational,55,1995,2,resigned,M,1,FALSE
GCR2956,Operational,35,1998,0,resigned,F,1,FALSE
GCR2957,Operational,22,1986,2,terminated,F,2,FALSE
GCR2958,Administrative,44,1994,7,resigned,F,2,FALSE
GCR2959,Administrative,25,2003,15,NA,F,1,TRUE
GCR2960,Operational,25,1998,2,resigned,M,2,FALSE
GCR2961,Administrative,47,2002,1,terminated,F,2,FALSE
GCR2962,Administrative,25,2010,7,resigned,M,2,FALSE
GCR2963,Operational,23,1992,1,resigned,M,2,FALSE
GCR2964,Administrative,18,1982,3,resigned,F,1,FALSE
GCR2965,Administrative,50,1984,0,terminated,F,1,FALSE
GCR2966,Administrative,24,2000,4,resigned,M,1,FALSE
GCR2967,Operational,43,1983,30,retired,M,4,FALSE
GCR2968,Operational,55,1998,0,resigned,M,3,FALSE
GCR2969,Operational,20,2002,2,resigned,M,1,FALSE
GCR2970,Administrative,46,2003,5,resigned,F,3,FALSE
GCR2971,Administrative,48,2016,2,NA,M,3,TRUE
GCR2972,Operational,24,2007,4,terminated,M,1,FALSE
GCR2973,Operational,49,2012,6,NA,M,2,TRUE
GCR2974,Administrative,41,1993,2,resigned,F,3,FALSE
GCR2975,Operational,45,1997,2,resigned,M,2,FALSE
GCR2976,Administrative,35,2001,2,terminated,F,2,FALSE
GCR2977,Operational,43,1993,11,resigned,F,2,FALSE
GCR2978,Administrative,30,2008,6,resigned,F,1,FALSE
GCR2979,Operational,22,1996,0,terminated,F,1,FALSE
GCR2980,Operational,22,1993,4,resigned,M,2,FALSE
GCR2981,Administrative,27,2011,0,resigned,M,1,FALSE
GCR2982,Operational,22,2007,11,NA,M,2,TRUE
GCR2983,Administrative,45,1993,1,resigned,M,2,FALSE
GCR2984,Administrative,19,2003,1,resigned,M,2,FALSE
GCR2985,Administrative,34,1984,2,resigned,F,2,FALSE
GCR2986,Administrative,44,1997,1,resigned,M,4,FALSE
GCR2987,Operational,42,2007,11,NA,M,4,TRUE
GCR2988,Administrative,35,2002,2,resigned,M,2,FALSE
GCR2989,Operational,50,2010,3,resigned,M,3,FALSE
GCR2990,Administrative,36,1984,0,resigned,M,2,FALSE
GCR2991,Administrative,18,1983,0,resigned,F,1,FALSE
GCR2992,Administrative,29,2017,1,NA,F,2,TRUE
GCR2993,Operational,48,1994,1,resigned,F,2,FALSE
GCR2994,Operational,22,2010,0,resigned,M,2,FALSE
GCR2995,Administrative,31,1998,3,resigned,F,2,FALSE
GCR2996,Operational,24,1990,7,resigned,F,2,FALSE
GCR2997,Administrative,31,1989,6,resigned,M,2,FALSE
GCR2998,Operational,36,2005,13,NA,M,2,TRUE
GCR2999,Administrative,53,1993,1,resigned,F,3,FALSE
GCR3000,Operational,32,2003,7,terminated,M,2,FALSE
GCR3001,Operational,22,1994,3,resigned,M,1,FALSE
GCR3002,Operational,35,2007,0,resigned,M,4,FALSE
GCR3003,Administrative,34,1982,19,terminated,M,3,FALSE
GCR3004,Administrative,50,1982,1,resigned,M,3,FALSE
GCR3005,Administrative,41,1989,0,terminated,F,3,FALSE
GCR3006,Administrative,31,2005,0,resigned,F,2,FALSE
GCR3007,Administrative,43,2000,13,terminated,M,3,FALSE
GCR3008,Operational,37,2016,2,NA,M,3,TRUE
GCR3009,Administrative,18,1986,3,resigned,M,1,FALSE
GCR3010,Operational,26,1997,21,NA,M,1,TRUE
GCR3011,Operational,32,1982,18,resigned,M,2,FALSE
GCR3012,Operational,23,1990,16,resigned,F,1,FALSE
GCR3013,Operational,26,2006,1,resigned,M,2,FALSE
GCR3014,Administrative,40,1984,34,NA,M,2,TRUE
GCR3015,Administrative,23,2004,1,resigned,M,2,FALSE
GCR3016,Administrative,35,2009,9,NA,F,1,TRUE
GCR3017,Operational,47,2017,1,NA,F,3,TRUE
GCR3018,Operational,29,2015,3,NA,M,2,TRUE
GCR3019,Operational,42,1988,7,resigned,F,2,FALSE
GCR3020,Operational,54,2003,15,NA,F,4,TRUE
GCR3021,Operational,39,1994,8,resigned,F,2,FALSE
GCR3022,Operational,41,2013,2,terminated,M,1,FALSE
GCR3023,Administrative,28,1991,2,resigned,F,3,FALSE
GCR3024,Operational,45,2009,9,NA,M,2,TRUE
GCR3025,Administrative,49,1997,3,resigned,F,1,FALSE
GCR3026,Operational,23,1993,0,resigned,M,2,FALSE
GCR3027,Administrative,47,1989,1,resigned,F,3,FALSE
GCR3028,Operational,29,2004,14,NA,M,2,TRUE
GCR3029,Operational,33,2000,6,resigned,M,2,FALSE
GCR3030,Administrative,55,2012,1,resigned,F,2,FALSE
GCR3031,Operational,47,1984,1,resigned,F,3,FALSE
GCR3032,Administrative,29,1992,0,resigned,M,2,FALSE
GCR3033,Administrative,39,2012,1,resigned,F,2,FALSE
GCR3034,Operational,26,2007,3,resigned,M,1,FALSE
GCR3035,Operational,33,2011,5,resigned,M,1,FALSE
GCR3036,Administrative,18,1998,3,resigned,F,1,FALSE
GCR3037,Operational,18,1991,6,resigned,F,1,FALSE
GCR3038,Operational,50,1982,18,retired,M,2,FALSE
GCR3039,Administrative,45,2015,3,NA,F,4,TRUE
GCR3040,Operational,24,2009,2,resigned,F,1,FALSE
GCR3041,Operational,36,1982,15,resigned,M,3,FALSE
GCR3042,Operational,58,1981,37,NA,M,4,TRUE
GCR3043,Administrative,24,2015,3,NA,M,1,TRUE
GCR3044,Administrative,23,1981,0,resigned,M,1,FALSE
GCR3045,Administrative,36,1996,1,terminated,F,2,FALSE
GCR3046,Operational,18,2003,0,terminated,M,2,FALSE
GCR3047,Administrative,18,1996,5,resigned,F,1,FALSE
GCR3048,Administrative,29,2004,14,NA,M,3,TRUE
GCR3049,Operational,30,2006,2,resigned,F,2,FALSE
GCR3050,Administrative,48,1981,1,resigned,M,2,FALSE
GCR3051,Operational,19,1988,14,resigned,M,2,FALSE
GCR3052,Operational,42,2008,0,resigned,F,3,FALSE
GCR3053,Operational,33,2010,5,resigned,M,2,FALSE
GCR3054,Operational,45,1982,0,resigned,M,2,FALSE
GCR3055,Administrative,39,1997,6,resigned,M,1,FALSE
GCR3056,Administrative,49,1983,1,resigned,F,1,FALSE
GCR3057,Operational,50,2017,1,NA,F,2,TRUE
GCR3058,Administrative,52,2015,0,resigned,M,3,FALSE
GCR3059,Operational,41,1988,4,resigned,M,1,FALSE
GCR3060,Operational,26,2008,5,resigned,M,2,FALSE
GCR3061,Administrative,24,1999,12,resigned,M,1,FALSE
GCR3062,Administrative,29,1981,15,resigned,F,2,FALSE
GCR3063,Operational,37,2015,0,resigned,F,2,FALSE
GCR3064,Administrative,46,1991,13,resigned,F,1,FALSE
GCR3065,Operational,33,2005,3,resigned,M,2,FALSE
GCR3066,Operational,32,2002,8,resigned,M,2,FALSE
GCR3067,Administrative,18,2010,0,resigned,F,1,FALSE
GCR3068,Operational,46,2010,4,resigned,M,2,FALSE
GCR3069,Operational,25,2018,0,NA,F,2,TRUE
GCR3070,Operational,43,1982,0,resigned,M,2,FALSE
GCR3071,Operational,32,1980,2,terminated,M,3,FALSE
GCR3072,Operational,51,1984,8,resigned,M,1,FALSE
GCR3073,Administrative,33,2010,1,resigned,F,2,FALSE
GCR3074,Administrative,21,1991,27,NA,M,1,TRUE
GCR3075,Administrative,28,1988,0,resigned,F,2,FALSE
GCR3076,Administrative,52,2015,3,NA,M,2,TRUE
GCR3077,Operational,33,2009,9,NA,M,2,TRUE
GCR3078,Operational,41,2017,1,NA,M,1,TRUE
GCR3079,Administrative,56,2008,3,resigned,M,1,FALSE
GCR3080,Administrative,44,2010,1,resigned,F,5,FALSE
GCR3081,Operational,44,1991,1,resigned,M,4,FALSE
GCR3082,Administrative,49,1985,2,resigned,F,2,FALSE
GCR3083,Administrative,25,2004,0,resigned,F,2,FALSE
GCR3084,Administrative,31,2007,0,resigned,F,1,FALSE
GCR3085,Operational,50,2017,1,NA,M,3,TRUE
GCR3086,Administrative,41,1989,1,resigned,M,2,FALSE
GCR3087,Administrative,51,2001,17,NA,F,1,TRUE
GCR3088,Operational,40,1987,14,resigned,F,3,FALSE
GCR3089,Administrative,25,2009,9,NA,F,1,TRUE
GCR3090,Operational,53,1997,13,retired,M,3,FALSE
GCR3091,Administrative,39,1994,0,resigned,M,4,FALSE
GCR3092,Administrative,33,2015,3,NA,F,3,TRUE
GCR3093,Operational,48,1983,21,retired,M,1,FALSE
GCR3094,Operational,18,2015,3,NA,F,1,TRUE
GCR3095,Operational,39,2010,8,NA,M,2,TRUE
GCR3096,Administrative,22,1983,1,terminated,F,1,FALSE
GCR3097,Operational,35,1985,2,resigned,M,1,FALSE
GCR3098,Administrative,18,1990,3,resigned,F,1,FALSE
GCR3099,Administrative,33,2018,0,NA,M,3,TRUE
GCR3100,Operational,37,2016,2,NA,M,1,TRUE
GCR3101,Administrative,25,2016,2,NA,F,2,TRUE
GCR3102,Administrative,42,2010,4,resigned,F,2,FALSE
GCR3103,Operational,34,2001,0,resigned,M,3,FALSE
GCR3104,Administrative,34,2008,10,NA,M,2,TRUE
GCR3105,Administrative,45,2001,17,NA,M,1,TRUE
GCR3106,Operational,21,2013,0,resigned,M,1,FALSE
GCR3107,Operational,21,2000,2,resigned,F,1,FALSE
GCR3108,Administrative,55,2000,4,resigned,M,1,FALSE
GCR3109,Operational,18,2017,1,NA,M,1,TRUE
GCR3110,Administrative,50,1993,1,resigned,F,1,FALSE
GCR3111,Operational,42,2003,0,resigned,M,1,FALSE
GCR3112,Administrative,49,2015,3,NA,F,2,TRUE
GCR3113,Operational,51,1988,0,terminated,F,2,FALSE
GCR3114,Operational,35,2012,6,NA,F,2,TRUE
GCR3115,Administrative,49,2012,6,NA,M,2,TRUE
GCR3116,Operational,44,1997,21,NA,M,1,TRUE
GCR3117,Operational,46,2013,5,NA,M,1,TRUE
GCR3118,Operational,40,2010,8,NA,M,1,TRUE
GCR3119,Administrative,53,1999,0,terminated,F,4,FALSE
GCR3120,Operational,32,1983,1,resigned,M,1,FALSE
GCR3121,Administrative,44,2002,1,resigned,F,1,FALSE
GCR3122,Administrative,31,1993,0,terminated,F,2,FALSE
GCR3123,Operational,53,2004,10,retired,F,2,FALSE
GCR3124,Operational,44,1991,4,resigned,F,2,FALSE
GCR3125,Administrative,34,2008,10,NA,M,2,TRUE
GCR3126,Administrative,21,2009,1,resigned,M,1,FALSE
GCR3127,Operational,34,2009,9,NA,M,1,TRUE
GCR3128,Operational,35,1991,7,resigned,M,1,FALSE
GCR3129,Administrative,24,1985,6,resigned,F,1,FALSE
GCR3130,Operational,19,1994,0,resigned,M,1,FALSE
GCR3131,Operational,35,1984,18,resigned,M,2,FALSE
GCR3132,Administrative,32,1998,4,resigned,F,2,FALSE
GCR3133,Administrative,40,1981,1,terminated,F,1,FALSE
GCR3134,Operational,47,1988,21,retired,M,1,FALSE
GCR3135,Operational,27,2017,1,NA,M,2,TRUE
GCR3136,Administrative,42,1987,2,resigned,M,3,FALSE
GCR3137,Administrative,26,1991,5,resigned,F,2,FALSE
GCR3138,Administrative,21,1984,1,terminated,F,1,FALSE
GCR3139,Operational,18,2009,9,NA,M,1,TRUE
GCR3140,Operational,39,1993,12,resigned,M,1,FALSE
GCR3141,Administrative,54,1985,5,resigned,M,5,FALSE
GCR3142,Operational,18,1998,20,NA,M,1,TRUE
GCR3143,Administrative,51,2006,2,resigned,F,3,FALSE
GCR3144,Operational,37,2018,0,resigned,M,4,FALSE
GCR3145,Operational,49,2007,11,NA,M,2,TRUE
GCR3146,Administrative,52,1993,3,resigned,M,4,FALSE
GCR3147,Administrative,47,1999,3,resigned,F,4,FALSE
GCR3148,Operational,31,2014,4,NA,M,2,TRUE
GCR3149,Operational,37,2004,11,resigned,F,1,FALSE
GCR3150,Administrative,47,2015,0,resigned,F,1,FALSE
GCR3151,Administrative,29,2016,2,NA,M,2,TRUE
GCR3152,Administrative,35,2005,0,resigned,F,1,FALSE
GCR3153,Administrative,50,1999,0,resigned,F,5,FALSE
GCR3154,Operational,23,1982,8,terminated,F,1,FALSE
GCR3155,Operational,24,1996,22,NA,M,3,TRUE
GCR3156,Operational,20,2006,1,resigned,F,2,FALSE
GCR3157,Administrative,43,1999,11,resigned,M,3,FALSE
GCR3158,Operational,30,1985,10,terminated,F,3,FALSE
GCR3159,Administrative,23,1999,10,resigned,F,1,FALSE
GCR3160,Administrative,44,1995,7,resigned,F,3,FALSE
GCR3161,Operational,54,2003,5,resigned,M,2,FALSE
GCR3162,Administrative,29,1994,9,terminated,M,2,FALSE
GCR3163,Operational,23,2009,6,resigned,M,2,FALSE
GCR3164,Administrative,50,2016,2,NA,F,1,TRUE
GCR3165,Operational,30,2001,3,resigned,F,2,FALSE
GCR3166,Administrative,55,1989,2,resigned,M,5,FALSE
GCR3167,Administrative,37,1982,0,resigned,F,2,FALSE
GCR3168,Administrative,49,1992,4,resigned,F,3,FALSE
GCR3169,Operational,45,1997,6,resigned,M,4,FALSE
GCR3170,Operational,52,2012,0,resigned,M,1,FALSE
GCR3171,Operational,52,2016,2,resigned,F,1,FALSE
GCR3172,Administrative,37,1998,2,resigned,F,3,FALSE
GCR3173,Operational,57,1991,4,retired,F,4,FALSE
GCR3174,Administrative,23,1995,9,resigned,M,1,FALSE
GCR3175,Administrative,33,1987,1,resigned,F,2,FALSE
GCR3176,Operational,36,2001,0,resigned,F,2,FALSE
GCR3177,Operational,37,1999,19,NA,F,3,TRUE
GCR3178,Administrative,56,1984,1,resigned,M,4,FALSE
GCR3179,Operational,29,2010,8,NA,M,2,TRUE
GCR3180,Administrative,32,1982,1,resigned,F,2,FALSE
GCR3181,Operational,52,1988,2,resigned,M,1,FALSE
GCR3182,Administrative,33,2001,17,NA,F,1,TRUE
